properties_doc_report.gender,properties_doc_report.document_type,properties_doc_report.date_of_expiry,properties_doc_report.issuing_country,properties_doc_report.nationality,properties_doc_report.issuing_date,properties_doc_report.issuing_state,properties_doc_report.document_version,created_at_doc_report,result_doc_report,conclusive_document_quality_result
Male,passport,2018-07-01,IRL,IRL,,,,2017-08-03 18:11:29,clear,
Male,national_identity_card,,FRA,,2010-10,,,2017-08-03 18:26:11,clear,
Male,passport,2020-03-21,FRA,FRA,,,,2017-08-03 18:27:54,clear,
Male,passport,2025-04-09,ESP,ESP,,,,2017-08-03 18:32:28,clear,
Male,passport,2026-02-18,FRA,FRA,,,,2017-08-03 18:39:19,clear,
Male,driving_licence,2027-03-03,GBR,,2017-03-23,,,2017-08-03 18:47:07,clear,
Female,national_identity_card,2022-04-17,LTU,LTU,,,,2017-08-03 18:57:31,clear,
,driving_licence,2020-03-12,ESP,,2010-03-19,,,2017-08-03 19:08:33,clear,
Female,driving_licence,2024-02-14,GBR,,2017-06-22,,,2017-08-03 19:50:45,clear,
Male,national_identity_card,,FRA,,2013-12,,,2017-08-03 19:55:33,clear,
,residence_permit,2018-01-30,GBR,,,,,2017-08-03 20:28:21,clear,
Male,national_identity_card,,FRA,,2014-09,,,2017-08-03 20:32:35,clear,
Female,passport,2021-06-05,FRA,FRA,,,,2017-08-03 20:55:53,clear,
Male,national_identity_card,2026-04-04,LTU,LTU,,,,2017-08-03 21:32:14,clear,
Male,passport,2024-08-24,IND,IND,,,,2017-08-03 21:47:06,clear,
Male,national_identity_card,2027-07-14,ESP,ESP,,,,2017-08-03 22:06:52,clear,
Female,passport,2019-07-09,IRL,IRL,,,,2017-08-03 22:47:34,clear,
,,,,,,,,2017-08-04 00:13:14,consider,
Female,residence_permit,2018-11-30,GBR,KAZ,,,,2017-08-04 05:38:55,clear,
Female,driving_licence,2026-04-22,GBR,,2016-04-23,,,2017-08-04 08:36:49,clear,
Female,national_identity_card,2021-06-20,POL,POL,,,,2017-08-04 08:50:22,clear,
Male,passport,2026-10-04,GBR,GBR,,,,2017-08-04 09:15:07,clear,
Male,national_identity_card,2018-12-04,GIB,GBR,,,,2017-08-04 09:16:22,clear,
,driving_licence,2020-10-06,LTU,,2010-10-06,,,2017-08-04 09:33:19,clear,
Female,national_identity_card,2021-01-04,ESP,ESP,,,,2017-08-04 09:33:32,clear,
Male,national_identity_card,2021-06-16,ESP,ESP,,,,2017-08-04 10:22:30,clear,
,driving_licence,2021-11-14,GBR,,2016-12-09,,,2017-08-04 11:25:10,clear,
Male,national_identity_card,2020-01-26,ESP,ESP,,,,2017-08-04 11:56:47,clear,
,,,,,,,,2017-08-04 12:41:45,consider,
,,,,,,,,2017-08-04 12:53:23,consider,
,,,,,,,,2017-08-04 13:09:25,consider,
Female,national_identity_card,2018-05-13,POL,POL,,,,2017-08-04 14:16:06,clear,
,residence_permit,2019-06-30,POL,,,,,2017-08-04 14:25:45,clear,
Male,national_identity_card,2019-02-18,BEL,BEL,,,,2017-08-04 14:29:46,clear,
Male,passport,2025-07-06,ESP,ESP,,,,2017-08-04 14:37:48,clear,
Male,passport,2019-06-23,FRA,FRA,,,,2017-08-04 14:54:14,clear,
Male,national_identity_card,2023-08-02,ESP,ESP,,,,2017-08-04 14:54:47,clear,
,national_identity_card,,ITA,,,,,2017-08-04 15:22:55,clear,
Male,driving_licence,2021-06-28,GBR,,2016-11-03,,,2017-08-04 15:24:09,clear,
Female,national_identity_card,2022-07-11,ESP,ESP,,,,2017-08-04 15:33:43,clear,
Male,national_identity_card,,FRA,,2006-06,,,2017-08-04 15:54:22,clear,
Male,driving_licence,2024-11-03,GBR,,,,,2017-08-04 15:57:17,clear,
,driving_licence,2018-06-29,IRL,,2008-06-30,,,2017-08-04 16:02:41,clear,
,driving_licence,2032-01-26,FRA,,2017-01-26,,,2017-08-04 16:46:39,clear,
,driving_licence,,PRT,,2014-07-23,,,2017-08-04 16:47:31,clear,
Female,passport,2021-06-30,PHL,PHL,,,,2017-08-04 18:22:26,clear,
Male,passport,2027-01-12,GBR,GBR,,,,2017-08-04 18:43:24,clear,
Male,passport,2023-07-22,IND,IND,,,,2017-08-04 19:10:43,clear,
Male,passport,2018-02-27,FRA,FRA,,,,2017-08-04 19:26:44,clear,
Male,passport,2020-03-31,POL,POL,,,,2017-08-04 19:51:51,clear,
Male,national_identity_card,,FRA,,2015-07,,,2017-08-04 19:55:46,clear,
,,,,,,,,2017-08-04 20:31:50,consider,
Female,national_identity_card,2025-10-15,LTU,,,,,2017-08-04 20:36:06,clear,
,,,,,,,,2017-08-04 22:07:24,consider,
,driving_licence,,IRL,,2012-06-19,,,2017-08-04 23:57:43,clear,
,driving_licence,2026-09-05,GBR,,,,,2017-08-05 00:09:50,clear,
Female,residence_permit,2018-05-21,FRA,,,,,2017-08-05 07:35:20,clear,
,driving_licence,2029-07-23,CYP,,2016-12-23,,,2017-08-05 07:49:17,clear,
,,,,,,,,2017-08-05 08:16:58,consider,
Male,national_identity_card,2026-04-15,BEL,BEL,,,,2017-08-05 08:44:38,clear,
Female,passport,2018-04-19,ESP,ESP,,,,2017-08-05 09:20:15,clear,
Female,national_identity_card,2023-05-10,ITA,ITA,,,,2017-08-05 09:45:22,clear,
,,,,,,,,2017-08-05 10:17:39,consider,
Male,passport,2020-07-13,GBR,GBR,,,,2017-08-05 10:27:15,clear,
,,,,,,,,2017-08-05 10:46:46,consider,
Male,passport,2012-12-13,NLD,NLD,,,,2017-08-05 10:54:01,consider,
Female,passport,2027-04-19,AUT,AUT,,,,2017-08-05 10:55:42,clear,
Male,passport,2021-06-01,GBR,GBR,,,,2017-08-05 11:36:18,clear,
Male,national_identity_card,2018-06-17,ESP,ESP,,,,2017-08-05 11:44:53,clear,
Female,passport,2027-02-23,ITA,ITA,,,,2017-08-05 12:42:15,clear,
,,,,,,,,2017-08-05 12:53:29,consider,
Female,driving_licence,2022-02-09,GBR,,2014-10-18,,,2017-08-05 13:29:20,clear,
Male,driving_licence,2020-08-12,GBR,,2010-08-13,,,2017-08-05 13:39:59,clear,
,driving_licence,2021-06-15,LTU,,2011-06-15,,,2017-08-05 13:54:27,clear,
Male,passport,2026-09-18,GBR,GBR,,,,2017-08-05 14:37:22,clear,
,,,,,,,,2017-08-05 14:43:07,consider,
Male,passport,2024-01-13,ESP,ESP,,,,2017-08-05 14:48:37,clear,
,,,,,,,,2017-08-05 15:06:33,consider,
,driving_licence,2027-01-19,SWE,,2017-01-19,,,2017-08-05 15:17:25,clear,
Female,passport,2019-01-22,NLD,NLD,,,,2017-08-05 15:28:24,clear,
Male,national_identity_card,,FRA,,2012-05,,,2017-08-05 16:07:11,clear,
,national_identity_card,,ITA,,,,,2017-08-05 17:01:10,clear,
Male,national_identity_card,,FRA,,2014-07,,,2017-08-05 17:22:34,clear,
Male,driving_licence,2020-06-22,GBR,,,,,2017-08-05 17:37:21,clear,
Male,national_identity_card,2017-11-28,PRT,PRT,,,,2017-08-05 18:21:23,clear,
Female,national_identity_card,2019-05-28,ESP,ESP,,,,2017-08-05 21:00:25,clear,
Male,national_identity_card,2026-05-09,POL,POL,,,,2017-08-05 21:01:14,clear,
Female,national_identity_card,2024-11-14,ESP,ESP,,,,2017-08-05 21:03:24,clear,
,driving_licence,2024-12-05,ESP,,2014-12-05,,,2017-08-05 23:43:19,clear,
,driving_licence,2025-07-09,ESP,,2015-07-10,,,2017-08-06 00:29:28,clear,
,driving_licence,2025-09-01,SWE,,2015-09-01,,,2017-08-06 03:19:18,clear,
,driving_licence,2032-03-07,FRA,,2017-03-07,,,2017-08-06 06:51:23,clear,
,driving_licence,,POL,,2008-10-31,,,2017-08-06 07:45:05,clear,
Male,passport,2027-03-29,BLR,BLR,,,,2017-08-06 09:08:20,clear,
Male,national_identity_card,2019-06-24,POL,POL,,,,2017-08-06 09:27:23,clear,
Female,passport,2026-07-29,GBR,GBR,,,,2017-08-06 10:02:23,clear,
Female,national_identity_card,2018-09-01,CYP,,,,,2017-08-06 10:40:04,clear,
,driving_licence,2020-01-07,NLD,,2010-01-07,,,2017-08-06 11:28:04,clear,
Male,national_identity_card,2021-09-12,CHE,CHE,,,,2017-08-06 11:31:38,clear,
Male,national_identity_card,,FRA,,2010-05,,,2017-08-06 11:41:26,clear,
Female,driving_licence,2027-01-06,GBR,,2017-01-07,,,2017-08-06 11:45:17,clear,
Male,national_identity_card,,FRA,,2012-12,,,2017-08-06 11:58:58,clear,
Female,passport,2026-06-27,LVA,LVA,,,,2017-08-06 12:11:52,clear,
,,,,,,,,2017-08-06 12:37:24,consider,
,driving_licence,2017-10-31,IRL,,2012-08-01,,,2017-08-06 12:43:36,clear,
,driving_licence,,CHE,,2014-03-17,,,2017-08-06 13:02:03,clear,
Male,passport,2018-09-24,ROU,ROU,,,,2017-08-06 14:21:14,clear,
Male,passport,2023-08-12,IRL,IRL,,,,2017-08-06 15:09:47,clear,
Male,driving_licence,2018-02-27,GBR,,2016-08-02,,,2017-08-06 15:17:59,clear,
Male,passport,2021-03-14,FRA,FRA,,,,2017-08-06 15:18:40,clear,
Male,driving_licence,2025-03-23,GBR,,2015-03-24,,,2017-08-06 16:16:59,clear,
,driving_licence,2030-09-06,DEU,,2015-09-07,,,2017-08-06 17:02:38,clear,
Male,passport,2024-05-29,POL,POL,,,,2017-08-06 17:13:32,clear,
,driving_licence,2020-07-14,LTU,,2010-07-14,,,2017-08-06 17:40:04,clear,
Male,driving_licence,2024-04-08,GBR,,2014-04-09,,,2017-08-06 18:22:16,clear,
Female,passport,2024-08-19,IRL,IRL,,,,2017-08-06 18:26:11,clear,
Male,passport,2026-08-03,UKR,UKR,,,,2017-08-06 18:34:06,clear,
Male,national_identity_card,2025-12-17,ESP,ESP,,,,2017-08-06 18:37:08,clear,
Female,driving_licence,2027-03-24,GBR,,2017-03-25,,,2017-08-06 23:02:22,clear,
Male,national_identity_card,,FRA,,2010-01,,,2017-08-07 02:28:54,clear,
Male,national_identity_card,2025-04-16,CZE,CZE,,,,2017-08-07 06:17:52,clear,
Male,passport,2025-05-05,FRA,FRA,,,,2017-08-07 06:48:36,clear,
Male,driving_licence,2021-08-22,GBR,,2011-08-23,,,2017-08-07 09:56:01,clear,
,,,,,,,,2017-08-07 09:56:34,consider,
Male,passport,2022-02-26,FRA,FRA,,,,2017-08-07 10:00:58,clear,
Male,national_identity_card,2023-02-01,POL,POL,,,,2017-08-07 11:13:42,clear,
Male,driving_licence,2024-03-24,GBR,,2014-03-25,,,2017-08-07 11:35:14,clear,
Male,residence_permit,2018-05-31,NOR,,,,,2017-08-07 11:47:41,clear,
Male,passport,2024-12-09,ITA,ITA,,,,2017-08-07 12:03:02,clear,
,driving_licence,,FRA,,2003-03-03,,,2017-08-07 12:08:59,clear,
Male,driving_licence,2017-08-23,GBR,,2007-11-23,,,2017-08-07 12:41:41,clear,
,driving_licence,2009-10-21,ITA,,2002-10-11,,,2017-08-07 12:47:25,consider,
Male,passport,2024-06-05,GBR,GBR,,,,2017-08-07 12:55:15,clear,
,,,,,,,,2017-08-07 13:03:57,consider,
,driving_licence,2026-03-20,IRL,,2016-03-21,,,2017-08-07 14:29:58,clear,
Male,passport,2024-07-15,FRA,FRA,,,,2017-08-07 14:35:25,clear,
,driving_licence,,DEU,,2004-09-04,,,2017-08-07 14:48:26,clear,
,,,,,,,,2017-08-07 15:16:02,consider,
Female,passport,2018-06-17,NLD,NLD,,,,2017-08-07 15:22:35,clear,
,,,,,,,,2017-08-07 15:38:52,consider,
Male,driving_licence,2025-03-16,GBR,,2017-01-16,,,2017-08-07 16:20:59,clear,
Female,national_identity_card,2024-02-20,POL,POL,,,,2017-08-07 16:30:28,clear,
Male,national_identity_card,2025-08-03,SVN,SVN,,,,2017-08-07 16:46:28,clear,
Male,driving_licence,2023-12-30,GBR,,2013-12-31,,,2017-08-07 16:53:07,clear,
,,,,,,,,2017-08-07 19:07:13,consider,
Female,national_identity_card,2020-01-05,ESP,ESP,,,,2017-08-07 19:40:00,clear,
Male,national_identity_card,2023-03-11,POL,POL,,,,2017-08-07 19:54:00,clear,
Male,national_identity_card,,FRA,,2011-07,,,2017-08-08 15:12:48,clear,
,driving_licence,2025-09-03,IRL,,2015-09-04,,,2017-08-08 15:17:09,clear,
Female,national_identity_card,,FRA,,2010-06,,,2017-08-08 15:24:15,clear,
Male,national_identity_card,2018-06-06,POL,POL,,,,2017-08-08 15:33:27,clear,
Male,passport,2022-01-27,GBR,GBR,,,,2017-08-08 15:51:07,clear,
Female,national_identity_card,2018-06-17,POL,POL,,,,2017-08-08 15:59:18,clear,
Female,national_identity_card,2021-01-10,PRT,,,,,2017-08-08 16:12:59,clear,
Female,national_identity_card,,FRA,,2017-03,,,2017-08-08 16:25:58,clear,
,driving_licence,2027-07-26,LTU,,2017-07-26,,,2017-08-08 16:28:38,clear,
Female,passport,2025-03-15,FRA,FRA,,,,2017-08-08 16:38:07,clear,
Female,national_identity_card,,FRA,,2012-08,,,2017-08-08 16:40:34,clear,
,,,,,,,,2017-08-08 16:49:46,consider,
Female,passport,2021-04-20,GBR,GBR,,,,2017-08-08 16:52:23,clear,
,driving_licence,2023-09-14,IRL,,2013-09-15,,,2017-08-08 17:06:03,clear,
Male,national_identity_card,,FRA,,2009-01,,,2017-08-08 17:09:25,clear,
Male,passport,2019-09-21,FRA,FRA,,,,2017-08-08 17:10:20,consider,
Male,national_identity_card,2021-04-20,CHE,CHE,,,,2017-08-08 17:26:35,clear,
Male,national_identity_card,2027-04-28,ESP,ESP,,,,2017-08-08 17:40:23,clear,
Male,passport,2023-12-19,LTU,LTU,,,,2017-08-08 18:16:18,clear,
Male,residence_permit,2020-08-02,ESP,VEN,,,,2017-08-08 18:26:15,clear,
Female,passport,2026-07-13,RUS,RUS,,,,2017-08-08 18:31:12,clear,
Male,passport,2025-04-09,GBR,GBR,,,,2017-08-08 19:45:10,clear,
Female,national_identity_card,,FRA,,2008-01,,,2017-08-08 19:53:24,clear,
Male,driving_licence,2021-05-19,GBR,,2011-05-20,,,2017-08-08 19:54:48,clear,
Female,national_identity_card,,FRA,,2014-10,,,2017-08-08 20:00:45,clear,
,driving_licence,2025-06-03,LTU,,2015-06-03,,,2017-08-08 20:00:48,clear,
Male,passport,2024-07-01,IRL,IRL,,,,2017-08-08 20:01:17,clear,
Male,driving_licence,2024-02-19,GBR,,2014-02-20,,,2017-08-08 20:12:18,clear,
Female,national_identity_card,2026-07-18,MLT,MLT,,,,2017-08-08 20:39:22,clear,
Female,driving_licence,2024-08-19,GBR,,2014-08-20,,,2017-08-08 20:42:34,clear,
,,,,,,,,2017-08-08 21:25:22,consider,
Male,driving_licence,2021-06-28,GBR,,2011-06-29,,,2017-08-08 22:31:38,clear,
,driving_licence,2027-04-18,ESP,,2017-04-20,,,2017-08-08 22:40:08,clear,
Male,national_identity_card,2027-07-04,MLT,MLT,,,,2017-08-08 23:03:43,clear,
Female,driving_licence,2026-12-20,GBR,,2016-12-21,,,2017-08-08 23:13:29,clear,
Male,passport,2026-01-22,CZE,CZE,,,,2017-08-09 05:22:44,clear,
,driving_licence,2027-06-14,ROU,,2017-06-14,,,2017-08-09 06:02:07,clear,
Female,national_identity_card,2019-08-11,LTU,LTU,,,,2017-08-09 06:19:24,clear,
Male,national_identity_card,2020-08-27,POL,POL,,,,2017-08-09 06:24:23,consider,
,driving_licence,2027-05-04,LTU,,2017-05-04,,,2017-08-09 06:58:21,clear,
Male,residence_permit,2017-12-27,CHE,,,,,2017-08-09 07:45:10,clear,
Male,national_identity_card,,ZAF,,,,,2017-08-09 08:29:11,clear,
Male,national_identity_card,,FRA,,2015-05,,,2017-08-09 08:58:25,clear,
Female,national_identity_card,2026-04-01,BGR,BGR,,,,2017-08-09 09:22:19,clear,
Female,driving_licence,2027-06-21,GBR,,2017-06-22,,,2017-08-09 09:31:30,clear,
,driving_licence,2025-05-29,NLD,,2015-05-29,,,2017-08-09 10:06:20,clear,
Female,national_identity_card,2026-10-14,LTU,,,,,2017-08-09 10:13:17,clear,
Male,passport,2027-02-26,CHE,CHE,,,,2017-08-09 10:18:30,clear,
Male,passport,2027-03-13,ITA,ITA,,,,2017-08-09 10:46:40,consider,
Male,national_identity_card,2025-07-03,MLT,MLT,,,,2017-08-09 11:08:58,consider,
Male,driving_licence,2022-12-04,GBR,,2012-12-05,,,2017-08-09 11:31:03,clear,
,driving_licence,,POL,,2009-08-27,,,2017-08-09 11:57:16,clear,
Female,national_identity_card,2026-04-15,BGR,,,,,2017-08-09 11:58:52,clear,
Female,national_identity_card,2025-06-22,ESP,ESP,,,,2017-08-09 11:59:35,clear,
,,,,,,,,2017-08-09 12:01:20,consider,
Male,passport,2026-05-30,ESP,ESP,,,,2017-08-09 12:02:52,clear,
Male,national_identity_card,,FRA,,2015-04,,,2017-08-09 12:15:57,clear,
,driving_licence,2026-01-14,LVA,,2016-01-14,,,2017-08-09 12:59:09,clear,
,driving_licence,2030-01-14,FRA,,2015-01-14,,,2017-08-09 14:10:00,clear,
Female,national_identity_card,2022-04-03,ESP,ESP,,,,2017-08-09 14:39:39,clear,
Female,driving_licence,2025-05-15,GBR,,2015-05-16,,,2017-08-09 14:51:54,clear,
Female,passport,2020-05-11,ESP,ESP,,,,2017-08-09 15:20:34,clear,
Male,driving_licence,2022-08-15,USA,,,TX,,2017-08-09 16:11:40,clear,
,driving_licence,2025-08-18,LVA,,2015-08-18,,,2017-08-09 16:13:35,clear,
Male,passport,2021-02-01,IRL,IRL,,,,2017-08-09 16:30:41,clear,
Male,national_identity_card,2019-04-25,ESP,ESP,,,,2017-08-09 16:34:30,clear,
Male,driving_licence,2019-10-16,GBR,,2016-08-01,,,2017-08-09 16:46:29,clear,
Male,national_identity_card,2022-01-29,PRT,PRT,,,,2017-08-09 17:59:19,clear,
Male,national_identity_card,2024-12-09,ESP,ESP,,,,2017-08-09 18:10:46,clear,
Male,passport,2019-12-18,GBR,GBR,,,,2017-08-09 18:57:36,clear,
Male,passport,2027-12-27,GBR,GBR,,,,2017-08-09 19:05:42,clear,
,national_identity_card,2018-06-15,DEU,DEU,,,,2017-08-09 19:10:35,clear,
Male,passport,2027-01-23,FRA,FRA,,,,2017-08-09 19:10:38,clear,
Male,passport,2019-05-16,ESP,ESP,,,,2017-08-09 19:28:05,clear,
Male,national_identity_card,2026-01-07,POL,POL,,,,2017-08-09 19:44:01,clear,
,,,,,,,,2017-08-09 19:58:39,consider,
Female,national_identity_card,,FRA,,2015-09,,,2017-08-09 20:31:41,clear,
Male,driving_licence,2024-06-03,GBR,,2014-10-03,,,2017-08-09 21:14:08,clear,
,driving_licence,2030-02-06,GRC,,2015-02-06,,,2017-08-09 21:24:33,clear,
Male,national_identity_card,2023-01-15,ESP,ESP,,,,2017-08-09 21:25:55,clear,
Male,driving_licence,2025-07-07,GBR,,2015-07-08,,,2017-08-09 21:49:36,clear,
,driving_licence,2024-11-25,LTU,,2014-11-25,,,2017-08-09 22:53:31,clear,
Male,passport,2021-05-16,FRA,FRA,,,,2017-08-10 07:35:32,clear,
Female,residence_permit,2018-05-04,CHE,,,,,2017-08-10 07:58:29,clear,
Female,passport,2024-06-17,GBR,GBR,,,,2017-08-10 08:15:30,clear,
Female,passport,2025-03-29,GBR,GBR,,,,2017-08-10 09:27:28,clear,
,driving_licence,2026-11-09,IRL,,2016-11-10,,,2017-08-10 09:34:07,clear,
,driving_licence,,POL,,2006-03-28,,,2017-08-10 10:08:37,clear,
,,,,,,,,2017-08-10 10:40:49,consider,
Male,national_identity_card,2017-12-04,PRT,,,,,2017-08-10 10:46:50,clear,
,,,,,,,,2017-08-10 10:50:10,consider,
Female,national_identity_card,,FRA,,2013-03,,,2017-08-10 10:58:18,clear,
Male,passport,2025-07-29,CAN,CAN,,,,2017-08-10 11:15:40,clear,
Female,passport,2018-11-17,GBR,GBR,,,,2017-08-10 11:16:38,clear,
Male,national_identity_card,2018-04-10,POL,POL,,,,2017-08-10 11:17:12,clear,
Male,driving_licence,2027-01-05,GBR,,2017-01-06,,,2017-08-10 11:34:26,clear,
,driving_licence,2027-06-28,LTU,,2017-06-28,,,2017-08-10 11:51:27,clear,
Male,passport,2018-02-19,GBR,GBR,,,,2017-08-10 12:02:21,clear,
Female,national_identity_card,2019-04-08,ESP,ESP,,,,2017-08-10 12:39:06,clear,
Male,national_identity_card,2021-05-11,POL,POL,,,,2017-08-10 12:40:19,clear,
,driving_licence,2022-02-06,HUN,,2012-07-17,,,2017-08-10 12:40:47,clear,
Female,national_identity_card,,POL,,,,,2017-08-10 13:21:23,clear,
Male,driving_licence,2025-05-07,GBR,,2015-05-08,,,2017-08-10 14:06:16,clear,
,,,,,,,,2017-08-10 14:14:14,consider,
,,,,,,,,2017-08-10 14:14:47,consider,
Male,driving_licence,2020-11-30,GBR,,2015-12-15,,,2017-08-10 14:35:45,clear,
,national_identity_card,,GRC,,,,,2017-08-10 14:36:07,clear,
Male,passport,2019-06-02,GBR,GBR,,,,2017-08-10 14:38:08,clear,
Female,driving_licence,2019-07-23,GBR,,2019-07-23,,,2017-08-10 14:41:55,clear,
,driving_licence,2022-09-18,IRL,,2012-09-19,,,2017-08-10 14:46:44,clear,
Male,passport,2023-01-12,DEU,DEU,,,,2017-08-10 14:55:11,clear,
Male,driving_licence,2022-10-25,GBR,,2016-12-01,,,2017-08-10 15:43:53,clear,
,,,,,,,,2017-08-10 15:53:24,consider,
Female,passport,2025-11-18,IND,IND,,,,2017-08-10 16:05:48,clear,
Female,passport,2027-03-02,GBR,GBR,,,,2017-08-10 16:30:32,clear,
,driving_licence,2021-06-07,ESP,,2011-06-07,,,2017-08-10 16:37:21,clear,
,,,,,,,,2017-08-10 16:43:00,consider,
,driving_licence,2026-09-06,LTU,,2016-09-06,,,2017-08-10 16:55:09,clear,
Male,national_identity_card,2022-01-03,ESP,ESP,,,,2017-08-10 16:57:46,clear,
Male,passport,2021-09-28,GRC,GRC,,,,2017-08-10 17:02:46,clear,
,,,,,,,,2017-08-10 17:47:45,consider,
Female,passport,2027-03-06,GBR,GBR,,,,2017-08-10 17:56:17,clear,
Male,national_identity_card,2025-12-29,POL,POL,,,,2017-08-10 18:29:38,consider,
Male,driving_licence,2027-08-07,GBR,,2017-08-08,,,2017-08-10 19:14:52,clear,
,,,,,,,,2017-08-10 19:17:38,consider,
,,,,,,,,2017-08-10 19:27:42,consider,
,,,,,,,,2017-08-10 19:52:37,consider,
Female,national_identity_card,2023-10-08,POL,POL,,,,2017-08-10 20:05:03,clear,
Male,passport,2019-03-13,IRL,IRL,,,,2017-08-10 20:10:11,clear,
Male,driving_licence,2024-08-18,GBR,,2014-08-19,,,2017-08-10 20:32:11,clear,
Female,national_identity_card,,FRA,,2015-12,,,2017-08-10 21:16:07,clear,
Male,driving_licence,2026-05-28,GBR,,2016-05-29,,,2017-08-10 21:36:02,clear,
,national_identity_card,2022-01-01,MAR,,,,,2017-08-10 22:28:20,clear,
Female,passport,2023-09-17,IRL,IRL,,,,2017-08-10 22:46:13,clear,
Male,national_identity_card,2021-07-11,POL,POL,,,,2017-08-11 00:56:17,clear,
Male,passport,2023-07-02,FRA,FRA,,,,2017-08-11 05:02:34,clear,
,driving_licence,2033-01-18,FIN,,2013-03-21,,,2017-08-11 05:26:24,clear,
Male,passport,2025-07-23,FRA,FRA,,,,2017-08-11 08:24:08,clear,
,driving_licence,2030-10-15,FRA,,2015-10-15,,,2017-08-11 08:30:28,clear,
Male,national_identity_card,2024-06-30,ESP,ESP,,,,2017-08-11 08:46:32,clear,
,driving_licence,2021-12-06,LTU,,2011-12-06,,,2017-08-11 09:38:55,clear,
Male,national_identity_card,2018-03-23,BEL,BEL,,,,2017-08-11 10:04:42,clear,
Male,passport,2026-03-09,GBR,GBR,,,,2017-08-11 10:06:13,clear,
Female,national_identity_card,2020-10-12,LTU,LTU,,,,2017-08-11 10:15:37,clear,
Female,passport,2021-10-04,FRA,FRA,,,,2017-08-11 10:30:48,clear,
,,,,,,,,2017-08-11 11:00:13,consider,
,,,,,,,,2017-08-11 11:06:16,consider,
Female,national_identity_card,2018-02-04,LTU,LTU,,,,2017-08-11 11:27:13,clear,
Female,passport,2027-06-01,IRL,IRL,,,,2017-08-11 12:03:50,clear,
Male,national_identity_card,,FRA,,2015-09,,,2017-08-11 12:18:11,clear,
Male,passport,2025-07-28,FRA,FRA,,,,2017-08-11 12:55:04,clear,
,,,,,,,,2017-08-11 13:04:40,consider,
,national_identity_card,,ITA,,,,,2017-08-11 13:26:49,clear,
Male,driving_licence,2027-03-14,GBR,,2017-04-04,,,2017-08-11 13:37:36,clear,
Male,national_identity_card,2023-01-03,LTU,LTU,,,,2017-08-11 13:41:30,clear,
,driving_licence,2026-10-09,ITA,,2017-06-01,,,2017-08-11 13:52:42,clear,
Female,national_identity_card,,FRA,,2014-08,,,2017-08-11 14:21:15,clear,
Female,driving_licence,2025-09-12,GBR,,2015-09-13,,,2017-08-11 15:37:10,clear,
,,,,,,,,2017-08-11 15:43:27,consider,
,national_identity_card,,ITA,,,,,2017-08-11 15:44:20,clear,
Male,passport,2021-06-27,ESP,ESP,,,,2017-08-11 15:57:32,clear,
Female,passport,2025-06-15,GBR,GBR,,,,2017-08-11 16:02:25,clear,
Male,passport,2022-04-12,FRA,FRA,,,,2017-08-11 16:24:29,clear,
Male,national_identity_card,2023-03-13,LTU,LTU,,,,2017-08-11 16:36:13,clear,
Female,passport,2023-08-23,GBR,GBR,,,,2017-08-11 16:40:49,clear,
,,,,,,,,2017-08-11 16:46:52,consider,
Male,driving_licence,2026-02-28,GBR,,2016-03-01,,,2017-08-11 17:11:45,clear,
Male,national_identity_card,2026-08-02,CHE,CHE,,,,2017-08-11 17:18:23,clear,
Female,passport,2024-03-30,FRA,FRA,,,,2017-08-11 17:18:34,clear,
,,,,,,,,2017-08-11 17:52:16,consider,
,national_identity_card,,GRC,,,,,2017-08-11 18:18:38,clear,
Male,passport,2021-08-12,LTU,LTU,,,,2017-08-11 18:22:00,clear,
Female,national_identity_card,2022-02-06,PRT,PRT,,,,2017-08-11 20:20:28,clear,
,driving_licence,,MAR,,,,,2017-08-11 21:00:38,clear,
Female,national_identity_card,,FRA,,2016-03,,,2017-08-11 21:05:17,clear,
Male,passport,2024-11-17,IRL,IRL,,,,2017-08-11 21:14:52,consider,
,residence_permit,2019-10-02,GBR,,,,,2017-08-11 22:11:22,clear,
Female,passport,2022-05-08,PRT,PRT,,,,2017-08-11 22:29:40,clear,
,,,,,,,,2017-08-11 22:45:52,consider,
Male,national_identity_card,2023-09-16,ROU,ROU,,,,2017-08-12 04:43:27,clear,
Female,passport,2018-05-01,GBR,GBR,,,,2017-08-12 07:43:30,clear,
Male,passport,2019-03-30,GBR,GBR,,,,2017-08-12 09:13:27,clear,
,,,,,,,,2017-08-12 09:39:51,consider,
Male,passport,2022-06-27,GBR,GBR,,,,2017-08-12 10:21:13,clear,
Male,passport,2023-11-13,FRA,FRA,,,,2017-08-12 10:35:20,consider,
